"HGMA.ID","User","dataset.ID","Parent.Code","Book.Code","Dilution","Injection.Volume.uL","Sample.Location","File.Location","Notes"
"HGMA_0001","HGM","HGMD_0001","HGME_0001","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0002","HGM","HGMD_0001","HGME_0002","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0003","HGM","HGMD_0001","HGME_0003","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0004","HGM","HGMD_0001","HGME_0004","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0005","HGM","HGMD_0001","HGME_0005","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0006","HGM","HGMD_0001","HGME_0006","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0007","HGM","HGMD_0001","HGME_0007","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0008","HGM","HGMD_0001","HGME_0008","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0009","HGM","HGMD_0001","HGME_0009","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0010","HGM","HGMD_0001","HGME_0010","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0011","HGM","HGMD_0001","HGME_0011","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0012","HGM","HGMD_0001","HGME_0012","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0013","HGM","HGMD_0001","HGME_0013","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0014","HGM","HGMD_0001","HGME_0014","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0015","HGM","HGMD_0001","HGME_0015","MC01-01","10 uL",NA,NA,NA,NA
"HGMA_0016","HGM","HGMD_0001","HGME_0001","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0017","HGM","HGMD_0001","HGME_0002","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0018","HGM","HGMD_0001","HGME_0003","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0019","HGM","HGMD_0001","HGME_0004","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0020","HGM","HGMD_0001","HGME_0005","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0021","HGM","HGMD_0001","HGME_0006","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0022","HGM","HGMD_0001","HGME_0007","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0023","HGM","HGMD_0001","HGME_0008","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0024","HGM","HGMD_0001","HGME_0009","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0025","HGM","HGMD_0001","HGME_0010","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0026","HGM","HGMD_0001","HGME_0011","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0027","HGM","HGMD_0001","HGME_0012","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0028","HGM","HGMD_0001","HGME_0013","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0029","HGM","HGMD_0001","HGME_0014","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0030","HGM","HGMD_0001","HGME_0015","MC01-01","20 uL",NA,NA,NA,NA
"HGMA_0031","HGM","HGMD_0002","HGME_0001","MC01-01","neat",NA,"Fr1-Bx5-E5",NA,NA
"HGMA_0032","HGM","HGMD_0002","HGME_0002","MC01-01","neat",NA,"Fr1-Bx5-E6",NA,NA
"HGMA_0033","HGM","HGMD_0002","HGME_0003","MC01-01","neat",NA,NA,NA,NA
"HGMA_0034","HGM","HGMD_0002","HGME_0004","MC01-01","neat",NA,"Fr1-Bx5-E7",NA,NA
"HGMA_0035","HGM","HGMD_0002","HGME_0005","MC01-01","neat",NA,NA,NA,NA
"HGMA_0036","HGM","HGMD_0002","HGME_0006","MC01-01","neat",NA,NA,NA,NA
"HGMA_0037","HGM","HGMD_0002","HGME_0007","MC01-01","neat",NA,"Fr1-Bx5-E8",NA,NA
"HGMA_0038","HGM","HGMD_0002","HGME_0008","MC01-01","neat",NA,NA,NA,NA
"HGMA_0039","HGM","HGMD_0002","HGME_0009","MC01-01","neat",NA,NA,NA,NA
"HGMA_0040","HGM","HGMD_0002","HGME_0010","MC01-01","neat",NA,"Fr1-Bx5-E9",NA,NA
"HGMA_0041","HGM","HGMD_0002","HGME_0011","MC01-01","neat",NA,NA,NA,NA
"HGMA_0042","HGM","HGMD_0002","HGME_0012","MC01-01","neat",NA,NA,NA,NA
"HGMA_0043","HGM","HGMD_0002","HGME_0013","MC01-01","neat",NA,NA,NA,NA
"HGMA_0044","HGM","HGMD_0002","HGME_0014","MC01-01","neat",NA,NA,NA,NA
"HGMA_0045","HGM","HGMD_0002","HGME_0015","MC01-01","neat",NA,NA,NA,NA
"HGMA_0046","HGM","HGMD_0002","HGME_0001","MC01-01","4",NA,NA,NA,NA
"HGMA_0047","HGM","HGMD_0002","HGME_0002","MC01-01","4",NA,NA,NA,NA
"HGMA_0048","HGM","HGMD_0002","HGME_0003","MC01-01","4",NA,NA,NA,NA
"HGMA_0049","HGM","HGMD_0002","HGME_0004","MC01-01","4",NA,NA,NA,NA
"HGMA_0050","HGM","HGMD_0002","HGME_0005","MC01-01","4",NA,NA,NA,NA
"HGMA_0051","HGM","HGMD_0002","HGME_0006","MC01-01","4",NA,NA,NA,NA
"HGMA_0052","HGM","HGMD_0002","HGME_0007","MC01-01","4",NA,NA,NA,NA
"HGMA_0053","HGM","HGMD_0002","HGME_0008","MC01-01","4",NA,NA,NA,NA
"HGMA_0054","HGM","HGMD_0002","HGME_0009","MC01-01","4",NA,NA,NA,NA
"HGMA_0055","HGM","HGMD_0002","HGME_0010","MC01-01","4",NA,NA,NA,NA
"HGMA_0056","HGM","HGMD_0002","HGME_0011","MC01-01","4",NA,NA,NA,NA
"HGMA_0057","HGM","HGMD_0002","HGME_0012","MC01-01","4",NA,NA,NA,NA
"HGMA_0058","HGM","HGMD_0002","HGME_0013","MC01-01","4",NA,NA,NA,NA
"HGMA_0059","HGM","HGMD_0002","HGME_0014","MC01-01","4",NA,NA,NA,NA
"HGMA_0060","HGM","HGMD_0002","HGME_0015","MC01-01","4",NA,NA,NA,NA
"HGMA_0061","HGM","HGMD_0002","HGME_0001","MC01-01","10",NA,NA,NA,NA
"HGMA_0062","HGM","HGMD_0002","HGME_0002","MC01-01","10",NA,NA,NA,NA
"HGMA_0063","HGM","HGMD_0002","HGME_0003","MC01-01","10",NA,NA,NA,NA
"HGMA_0064","HGM","HGMD_0002","HGME_0004","MC01-01","10",NA,NA,NA,NA
"HGMA_0065","HGM","HGMD_0002","HGME_0005","MC01-01","10",NA,NA,NA,NA
"HGMA_0066","HGM","HGMD_0002","HGME_0006","MC01-01","10",NA,NA,NA,NA
"HGMA_0067","HGM","HGMD_0002","HGME_0007","MC01-01","10",NA,NA,NA,NA
"HGMA_0068","HGM","HGMD_0002","HGME_0008","MC01-01","10",NA,NA,NA,NA
"HGMA_0069","HGM","HGMD_0002","HGME_0009","MC01-01","10",NA,NA,NA,NA
"HGMA_0070","HGM","HGMD_0002","HGME_0010","MC01-01","10",NA,NA,NA,NA
"HGMA_0071","HGM","HGMD_0002","HGME_0011","MC01-01","10",NA,NA,NA,NA
"HGMA_0072","HGM","HGMD_0002","HGME_0012","MC01-01","10",NA,NA,NA,NA
"HGMA_0073","HGM","HGMD_0002","HGME_0013","MC01-01","10",NA,NA,NA,NA
"HGMA_0074","HGM","HGMD_0002","HGME_0014","MC01-01","10",NA,NA,NA,NA
"HGMA_0075","HGM","HGMD_0002","HGME_0015","MC01-01","10",NA,NA,NA,NA
"HGMA_0076","HGM","HGMD_0002","HGME_0001","MC01-01","20",NA,NA,NA,NA
"HGMA_0077","HGM","HGMD_0002","HGME_0002","MC01-01","20",NA,NA,NA,NA
"HGMA_0078","HGM","HGMD_0002","HGME_0003","MC01-01","20",NA,NA,NA,NA
"HGMA_0079","HGM","HGMD_0002","HGME_0004","MC01-01","20",NA,NA,NA,NA
"HGMA_0080","HGM","HGMD_0002","HGME_0005","MC01-01","20",NA,NA,NA,NA
"HGMA_0081","HGM","HGMD_0002","HGME_0006","MC01-01","20",NA,NA,NA,NA
"HGMA_0082","HGM","HGMD_0002","HGME_0007","MC01-01","20",NA,NA,NA,NA
"HGMA_0083","HGM","HGMD_0002","HGME_0008","MC01-01","20",NA,NA,NA,NA
"HGMA_0084","HGM","HGMD_0002","HGME_0009","MC01-01","20",NA,NA,NA,NA
"HGMA_0085","HGM","HGMD_0002","HGME_0010","MC01-01","20",NA,NA,NA,NA
"HGMA_0086","HGM","HGMD_0002","HGME_0011","MC01-01","20",NA,NA,NA,NA
"HGMA_0087","HGM","HGMD_0002","HGME_0012","MC01-01","20",NA,NA,NA,NA
"HGMA_0088","HGM","HGMD_0002","HGME_0013","MC01-01","20",NA,NA,NA,NA
"HGMA_0089","HGM","HGMD_0002","HGME_0014","MC01-01","20",NA,NA,NA,NA
"HGMA_0090","HGM","HGMD_0002","HGME_0015","MC01-01","20",NA,NA,NA,NA
"HGMA_0091","MC","HGMD_0003","HGME_0001","MC01-01","neat",NA,NA,NA,NA
"HGMA_0092","MC","HGMD_0003","HGME_0004","MC01-01","neat",NA,NA,NA,NA
"HGMA_0093","MC","HGMD_0003","HGME_0007","MC01-01","neat",NA,NA,NA,NA
"HGMA_0094","MC","HGMD_0003","HGME_0010","MC01-01","neat",NA,NA,NA,NA
"HGMA_0095","MC","HGMD_0003","HGME_0001","MC01-01","neat",NA,NA,NA,NA
"HGMA_0096","MC","HGMD_0003","HGME_0004","MC01-01","neat",NA,NA,NA,NA
"HGMA_0097","MC","HGMD_0003","HGME_0007","MC01-01","neat",NA,NA,NA,NA
"HGMA_0098","MC","HGMD_0003","HGME_0010","MC01-01","neat",NA,NA,NA,NA
"HGMA_0099","MC","HGMD_0004","HGME_0001","MC01-01","neat",NA,NA,NA,NA
"HGMA_0100","MC","HGMD_0004","HGME_0004","MC01-01","neat",NA,NA,NA,NA
"HGMA_0101","MC","HGMD_0004","HGME_0007","MC01-01","neat",NA,NA,NA,NA
"HGMA_0102","MC","HGMD_0004","HGME_0010","MC01-01","neat",NA,NA,NA,NA
"HGMA_0103","MC","HGMD_0004","HGME_0001","MC01-01","neat",NA,NA,NA,NA
"HGMA_0104","MC","HGMD_0004","HGME_0001","MC01-01","5",NA,NA,NA,NA
"HGMA_0105","MC","HGMD_0005","HGME_0001","MC01-01","neat",NA,NA,NA,NA
"HGMA_0106","MC","HGMD_0005","HGME_0001","MC01-01","5",NA,NA,NA,NA
"HGMA_0107","MC","HGMD_0006","HGME_0002","MC01-01","5",NA,NA,NA,NA
"HGMA_0108","MC","HGMD_0007","HGME_0002","MC01-01","5",NA,NA,NA,NA
"HGMA_0109","MC","HGMD_0008","HGMF_0001","MC01-05","3",NA,"HGMA0162",NA,NA
"HGMA_0110","MC","HGMD_0008","HGMF_0002","MC01-05","3",NA,NA,NA,NA
"HGMA_0111","MC","HGMD_0008","HGMF_0003","MC01-05","3",NA,NA,NA,NA
"HGMA_0112","MC","HGMD_0009","HGMF_0004","MC01-07","?","3","Fr1-Bx3-A8",NA,NA
"HGMA_0113","MC","HGMD_0009","HGMF_0005","MC01-07","neat","10","Fr1-Bx3-A9",NA,NA
"HGMA_0114","MC","HGMD_0009","HGMF_0006","MC01-07","neat","10","Fr1-Bx3-B1",NA,NA
"HGMA_0115","MC","HGMD_0009","HGMF_0007","MC01-07","neat","10","Fr1-Bx3-B2",NA,NA
"HGMA_0116","MC","HGMD_0009","HGMF_0008","MC01-07","neat","10","Fr1-Bx3-B3",NA,NA
"HGMA_0117","MC","HGMD_0009","HGMF_0009","MC01-07","neat","10","Fr1-Bx3-B4",NA,NA
"HGMA_0118","MC","HGMD_0009","HGMF_0010","MC01-07","neat","10","Fr1-Bx3-B5",NA,NA
"HGMA_0119","MC","HGMD_0009","HGMF_0011","MC01-07","neat","10","Fr1-Bx3-B6",NA,NA
"HGMA_0120","MC","HGMD_0009","HGMF_0012","MC01-07","neat","10","Fr1-Bx3-B7",NA,NA
"HGMA_0121","MC","HGMD_0009","HGMF_0013","MC01-07","neat","10","Fr1-Bx3-B8",NA,NA
"HGMA_0122","MC","HGMD_0009","HGMF_0014","MC01-07","neat","10","Fr1-Bx3-B9",NA,NA
"HGMA_0123","MC","HGMD_0009","HGMF_0015","MC01-07","neat","10","Fr1-Bx3-C1",NA,NA
"HGMA_0124","MC","HGMD_0009","HGMF_0016","MC01-07","neat","10","Fr1-Bx3-C2",NA,NA
"HGMA_0125","MC","HGMD_0009","HGMF_0017","MC01-07","neat","10","Fr1-Bx3-C3",NA,NA
"HGMA_0126","MC","HGMD_0009","HGMF_0018","MC01-07","neat","10","Fr1-Bx3-C4",NA,NA
"HGMA_0127","MC","HGMD_0009","HGMF_0019","MC01-07","neat","10","Fr1-Bx3-C5",NA,NA
"HGMA_0128","MC","HGMD_0009","HGMF_0020","MC01-07","neat","10","Fr1-Bx3-C6",NA,NA
"HGMA_0129","MC","HGMD_0009","HGMF_0021","MC01-07","neat","10","Fr1-Bx3-C7",NA,NA
"HGMA_0130","MC","HGMD_0009","HGMF_0022","MC01-07","neat","10","Fr1-Bx3-C8",NA,NA
"HGMA_0131","MC","HGMD_0009","HGMF_0023","MC01-07","neat","10","Fr1-Bx3-C9",NA,NA
"HGMA_0132","MC","HGMD_0009","HGMF_0024","MC01-07","neat","10","Fr1-Bx3-D1",NA,NA
"HGMA_0133","MC","HGMD_0009","HGMF_0025","MC01-07","neat","10","Fr1-Bx3-D2",NA,NA
"HGMA_0134","MC","HGMD_0009","HGMF_0026","MC01-07","neat","10","Fr1-Bx3-D3",NA,NA
"HGMA_0135","MC","HGMD_0009","HGMF_0027","MC01-07","neat","10","Fr1-Bx3-D4",NA,NA
"HGMA_0136","MC","HGMD_0009","HGMF_0028","MC01-07","neat","10","Fr1-Bx3-D5",NA,NA
"HGMA_0137","MC","HGMD_0009","HGMF_0029","MC01-07","neat","10","Fr1-Bx3-D6",NA,NA
"HGMA_0138","MC","HGMD_0010","HGMF_0031","MC01-09","neat","1","Fr1-Bx3-D7",NA,NA
"HGMA_0139","MC","HGMD_0010","HGMF_0033","MC01-09","neat","1","HGMA0145",NA,NA
"HGMA_0140","MC","HGMD_0010","HGMF_0064","MC01-10","neat","3","HGMA0143",NA,NA
"HGMA_0141","MC","HGMD_0010","HGMF_0065","MC01-10","neat","3","HGMA0144",NA,NA
"HGMA_0142","MC","HGMD_0010","HGMF_0031","MC01-09","neat","3","HGMA0145",NA,NA
"HGMA_0143","MC","HGMD_0010","HGMF_0064","MC01-09","neat","3","HGMA0159",NA,NA
"HGMA_0144","MC","HGMD_0010","HGMF_0065","MC01-09","neat","3","HGMA0160",NA,NA
"HGMA_0145","MC","HGMD_0010","HGMF_0031","MC01-09","neat","3","HGMA0161",NA,NA
"HGMA_0146",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0147",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0148",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0149",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0150","MC","HGMD_0011","HGMF_0071","MC01-12","neat","5","HGMA_0198",NA,NA
"HGMA_0151","MC","HGMD_0011","HGMF_0072","MC01-12","neat","5","HGMA_0199",NA,NA
"HGMA_0152","MC","HGMD_0011","HGMF_0073","MC01-12","neat","10","HGMA_0200",NA,NA
"HGMA_0153","MC","HGMD_0011","HGMF_0074","MC01-12","neat","10","HGMA_0201",NA,NA
"HGMA_0154","MC","HGMD_0011","HGMF_0075","MC01-12","neat","5","HGMA_0202",NA,NA
"HGMA_0155","MC","HGMD_0011","HGMF_0076","MC01-12","neat","5","HGMA_0203",NA,NA
"HGMA_0156","MC","HGMD_0011","HGMF_0077","MC01-12","neat","10","HGMA_0204",NA,NA
"HGMA_0157","MC","HGMD_0011","HGMF_0078","MC01-12","neat","10","HGMA_0205",NA,NA
"HGMA_0158","MC","HGMD_0011","HGMF_0079","MC01-12","neat","10","HGMA_0206",NA,NA
"HGMA_0159","MC","HGMD_0011","HGMF_0064","MC01-09","neat","5","HGMA_0207",NA,NA
"HGMA_0160","MC","HGMD_0011","HGMF_0065","MC01-09","neat","5","HGMA_0208",NA,NA
"HGMA_0161","MC","HGMD_0011","HGMF_0031","MC01-09","neat","5","HGMA_0209",NA,NA
"HGMA_0162","MC","HGMD_0012","HGMF_0001","MC01-05","neat","3","Fr1-Bx1-E4",NA,NA
"HGMA_0163","MC","HGMD_0012","HGMF_0080","MC01-08","neat","3","Fr1-Bx1-E5",NA,NA
"HGMA_0164","PR","HGMD_0013","HGMF_0081","PR01 18_1","neat","3","Fr1-Bx4-A1",NA,NA
"HGMA_0165","PR","HGMD_0013","HGMF_0082","PR01 18_2","neat","3","Fr1-Bx4-A2",NA,NA
"HGMA_0166","PR","HGMD_0013","HGMF_0083","PR01 18_3","neat","3","Fr1-Bx4-A3",NA,NA
"HGMA_0167","PR","HGMD_0013","HGMF_0084","PR01 18_4","neat","3","Fr1-Bx4-A4",NA,NA
"HGMA_0168","PR","HGMD_0013","HGMF_0085","PR01 18_5","neat","3","Fr1-Bx4-A5",NA,NA
"HGMA_0169","PR","HGMD_0013","HGMF_0086","PR01 18_6","neat","3","Fr1-Bx4-A6",NA,NA
"HGMA_0170","PR","HGMD_0013","HGMF_0087","PR01 18_7","neat","3","Fr1-Bx4-A7",NA,NA
"HGMA_0171","PR","HGMD_0013","HGMF_0088","PR01 18_8","neat","3","Fr1-Bx4-A8",NA,NA
"HGMA_0172","PR","HGMD_0013","HGMF_0089","PR01 18_9","neat","3","Fr1-Bx4-A9",NA,NA
"HGMA_0173","PR","HGMD_0013","HGMF_0090","PR01 18_10","neat","3","Fr1-Bx4-B1",NA,NA
"HGMA_0174","PR","HGMD_0013","HGMF_0091","PR01 18_11","neat","3","Fr1-Bx4-B2",NA,NA
"HGMA_0175","PR","HGMD_0013","HGMF_0092","PR01 18_12","neat","3","Fr1-Bx4-B3",NA,NA
"HGMA_0176","PR","HGMD_0013","HGMF_0093","PR01 18_13","neat","3","Fr1-Bx4-B4",NA,NA
"HGMA_0177","PR","HGMD_0013","HGMF_0094","PR01 18_14","neat","3","Fr1-Bx4-B5",NA,NA
"HGMA_0178","PR","HGMD_0013","HGMF_0095","PR01 18_15","neat","3","Fr1-Bx4-B6",NA,NA
"HGMA_0179","PR","HGMD_0013","HGMF_0096","PR01 18_16","neat","3","Fr1-Bx4-B7",NA,NA
"HGMA_0180","PR","HGMD_0013","HGMF_0097","PR01 18_17","neat","3","Fr1-Bx4-B8",NA,NA
"HGMA_0181","PR","HGMD_0013","HGMF_0098","PR01 18_18","neat","3","Fr1-Bx4-B9",NA,NA
"HGMA_0182","PR","HGMD_0013","HGMF_0099","PR01 18_19","neat","3","Fr1-Bx4-C1",NA,NA
"HGMA_0183","PR","HGMD_0013","HGMF_0100","PR01 18_20","neat","3","Fr1-Bx4-C2",NA,NA
"HGMA_0184","PR","HGMD_0013","HGMF_0101","PR01 18_21","neat","3","Fr1-Bx4-C3",NA,NA
"HGMA_0185","PR","HGMD_0013","HGMF_0102","PR01 18_22","neat","3","Fr1-Bx4-C4",NA,NA
"HGMA_0186","PR","HGMD_0013","HGMF_0103","PR01 18_23","neat","3","Fr1-Bx4-C5",NA,NA
"HGMA_0187","PR","HGMD_0013","HGMF_0104","PR01 18_24","neat","3","Fr1-Bx4-C6",NA,NA
"HGMA_0188","PR","HGMD_0013","HGMF_0105","PR01 18_25","neat","3","Fr1-Bx4-C7",NA,NA
"HGMA_0189","PR","HGMD_0013","HGMF_0106","PR01 18_26","neat","3","Fr1-Bx4-C8",NA,NA
"HGMA_0190","PR","HGMD_0013","HGMF_0107","PR01 18_27","neat","3","Fr1-Bx4-C9",NA,NA
"HGMA_0191","PR","HGMD_0013","HGMF_0108","PR01 18_28","neat","3","Fr1-Bx4-D1",NA,NA
"HGMA_0192","PR","HGMD_0013","HGMF_0109","PR01 18_29","neat","3","Fr1-Bx4-D2",NA,NA
"HGMA_0193","PR","HGMD_0013","HGMF_0110","PR01 18_30","neat","3","Fr1-Bx4-D3",NA,NA
"HGMA_0194","PR","HGMD_0013","HGMF_0111","PR01 18_31","neat","3","Fr1-Bx4-D4",NA,NA
"HGMA_0195","PR","HGMD_0013","HGMF_0112","PR01 18_32","neat","3","Fr1-Bx4-D5",NA,NA
"HGMA_0196","PR","HGMD_0013","HGMF_0113","PR01 18_33","neat","3","Fr1-Bx4-D6",NA,NA
"HGMA_0197","PR","HGMD_0013","HGMF_0114","PR01 18_34","neat","3","Fr1-Bx4-D7",NA,NA
"HGMA_0198","MC","HGMD_0014","HGMF_0071","MC01-12","neat","1","Fr1-Bx1-E1",NA,NA
"HGMA_0199","MC","HGMD_0014","HGMF_0072","MC01-12","neat","1","Fr1-Bx1-E2",NA,NA
"HGMA_0200","MC","HGMD_0014","HGMF_0073","MC01-12","neat","2","Fr1-Bx1-E3",NA,NA
"HGMA_0201","MC","HGMD_0014","HGMF_0074","MC01-12","neat","2","Fr1-Bx1-E4",NA,NA
"HGMA_0202","MC","HGMD_0014","HGMF_0075","MC01-12","neat","1","Fr1-Bx1-E5",NA,NA
"HGMA_0203","MC","HGMD_0014","HGMF_0076","MC01-12","neat","1","Fr1-Bx1-E6",NA,NA
"HGMA_0204","MC","HGMD_0014","HGMF_0077","MC01-12","neat","2","Fr1-Bx1-E7",NA,NA
"HGMA_0205","MC","HGMD_0014","HGMF_0078","MC01-12","neat","2","Fr1-Bx1-E8",NA,NA
"HGMA_0206","MC","HGMD_0014","HGMF_0079","MC01-12","neat","2","Fr1-Bx1-E9",NA,NA
"HGMA_0207","MC","HGMD_0014","HGMF_0064","MC01-09","neat","1","Fr1-Bx1-F1",NA,NA
"HGMA_0208","MC","HGMD_0014","HGMF_0065","MC01-09","neat","1","Fr1-Bx1-F2",NA,NA
"HGMA_0209","MC","HGMD_0014","HGMF_0031","MC01-09","neat","1","Fr1-Bx1-F3",NA,NA
"HGMA_0210","PR","HGMD_0015","HGME_0245","PR01-10.3","neat","2",NA,NA,NA
"HGMA_0211","PR","HGMD_0015","HGME_0019","PR01-11","neat","2",NA,NA,NA
"HGMA_0212","PR","HGMD_0015","HGME_0020","PR01-17.1","neat","2",NA,NA,NA
"HGMA_0213","PR","HGMD_0015","HGME_0021","PR01-17.2","neat","2",NA,NA,NA
"HGMA_0214","MC","HGMD_0016","HGMF_0126","MC01-16","neat","1",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0214.mzML",NA
"HGMA_0215","MC","HGMD_0016","HGMF_0129","MC01-16","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0215.mzML",NA
"HGMA_0216","MC","HGMD_0016","HGMF_0130","MC01-16","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0216-10.mzML",NA
"HGMA_0217","MC","HGMD_0016","HGMF_0131","MC01-16","neat","10",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0217-10.mzML",NA
"HGMA_0218","MC","HGMD_0016","HGMF_0132","MC01-16","neat","10",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0218-10.mzML",NA
"HGMA_0219","MC","HGMD_0016","HGMF_0133","MC01-16","neat","10",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0219.mzML",NA
"HGMA_0220","MC","HGMD_0016","HGMF_0134","MC01-16","neat","10",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0220.mzML",NA
"HGMA_0221","MC","HGMD_0016","HGMF_0119","MC01-14","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0221.mzML",NA
"HGMA_0222","MC","HGMD_0016","HGMF_0127","MC01-16","neat","1",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0222.mzML",NA
"HGMA_0223","MC","HGMD_0016","HGMF_0128","MC01-16","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0223.mzML",NA
"HGMA_0224","MC","HGMD_0016","HGMF_0120","MC01-14","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0224.mzML",NA
"HGMA_0225","MC","HGMD_0016","HGMF_0121","MC01-14","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0225.mzML",NA
"HGMA_0226","MC","HGMD_0016","HGMF_0122","MC01-15","neat","2",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0226.mzML",NA
"HGMA_0227","MC","HGMD_0016","HGMF_0123","MC01-15","neat","2",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0227.mzML",NA
"HGMA_0228","MC","HGMD_0016","HGMF_0124","MC01-15","neat","2",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0228.mzML",NA
"HGMA_0229","MC","HGMD_0016","HGMF_0125","MC01-16","neat","1",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0016_MC_FAULTY_MSMS_METHOD/mzml/HGMA_0229.mzML",NA
"HGMA_0230","MC","HGMD_0017","HGMF_0205","MC01-17","neat","10","Fr1-Bx1-G4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0230.d",NA
"HGMA_0231","MC","HGMD_0017","HGMF_0206","MC01-17","neat","10","Fr1-Bx1-G5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0231.d",NA
"HGMA_0232","MC","HGMD_0017","HGMF_0207","MC01-17","neat","10","Fr1-Bx1-G6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0232.d",NA
"HGMA_0233","MC","HGMD_0017","HGMF_0208","MC01-17","neat","10","Fr1-Bx1-G7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0233.d",NA
"HGMA_0234","MC","HGMD_0017","HGMF_0209","MC01-17","neat","10","Fr1-Bx1-G8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0234.d",NA
"HGMA_0235","MC","HGMD_0017","HGMF_0210","MC01-17","neat","10","Fr1-Bx1-G9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0235.d",NA
"HGMA_0236","MC","HGMD_0017","HGMF_0211","MC01-17","neat","10","Fr1-Bx1-H1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0236.d",NA
"HGMA_0237","MC","HGMD_0017","HGMF_0212","MC01-17","neat","10","Fr1-Bx1-H2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0237.d",NA
"HGMA_0238","MC","HGMD_0017","HGMF_0213","MC01-17","neat","10","Fr1-Bx1-H3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0017/data/HGMA_0238.d",NA
