"HGMA.ID","User","dataset.ID","Parent.Code","Book.Code","Dilution","Injection.Volume.uL","Sample.Location","File.Location","Notes"
"HGMA_0481","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0042","MC01-22-301S-3","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0481.mzML",NA
"HGMA_0482","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0043","MC01-22-86-1","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0482.mzML",NA
"HGMA_0483","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0044","MC01-22-86-2","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0483.mzML",NA
"HGMA_0484","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0045","MC01-22-86-3","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0484.mzML",NA
"HGMA_0485","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0046","MC01-22-86S-1","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0485.mzML",NA
"HGMA_0486","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0047","MC01-22-86S-2","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0486.mzML",NA
"HGMA_0487","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0048","MC01-22-86S-3","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0487.mzML",NA
"HGMA_0488","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0049","MC01-22-565-1","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0488.mzML",NA
"HGMA_0489","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0050","MC01-22-565-2","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0489.mzML",NA
"HGMA_0490","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0051","MC01-22-565-3","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0490.mzML",NA
"HGMA_0491","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0052","MC01-22-565S-1","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0491.mzML",NA
"HGMA_0492","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0053","MC01-22-565S-2","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0492.mzML",NA
"HGMA_0493","MC","HGMD_0028; HGMD_0037; HGMD_0045","HGME_0054","MC01-22-565S-3","neat","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0037_Full_analysis_plus_bacteria/mzml/HGMA_0493.mzML",NA
"HGMA_0494","PR","HGMD_0029","HGME_0055","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0495","PR","HGMD_0029","HGME_0056","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0496","PR","HGMD_0029","HGME_0057","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0497","PR","HGMD_0029","HGME_0058","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0498","PR","HGMD_0029","HGME_0059","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0499","PR","HGMD_0029","HGME_0060","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0500","PR","HGMD_0029","HGME_0061","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0501","PR","HGMD_0029","HGME_0062","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0502","PR","HGMD_0029","HGME_0063","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0503","PR","HGMD_0029","HGME_0064","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0504","PR","HGMD_0029","HGME_0065","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0505","PR","HGMD_0029","HGME_0066","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0506","PR","HGMD_0029","HGME_0067","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0507","PR","HGMD_0029","HGME_0068","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0508","PR","HGMD_0029","HGME_0069","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0509","PR","HGMD_0029","HGME_0070","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0510","PR","HGMD_0029","HGME_0071","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0511","PR","HGMD_0029","HGME_0072","PR01-23","500 uL",NA,NA,NA,NA
"HGMA_0512","PR","HGMD_0030","HGMF_0148","PR01-12-03","neat","1","Fr1-Bx4-G5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0512.mzML",NA
"HGMA_0513","PR","HGMD_0030","HGMF_0149","PR01-12-04","neat","1","Fr1-Bx4-G6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0513.mzML",NA
"HGMA_0514","PR","HGMD_0030","HGMF_0150","PR01-12-05/07","neat","1","Fr1-Bx4-G7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0514.mzML",NA
"HGMA_0515","PR","HGMD_0030","HGMF_0153","PR01-12-08","neat","1","Fr1-Bx4-G8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0515.mzML",NA
"HGMA_0516","PR","HGMD_0030","HGMF_0154","PR01-12-09","neat","1","Fr1-Bx4-G9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0516.mzML",NA
"HGMA_0517","PR","HGMD_0030","HGMF_0155","PR01-12-10","neat","1","Fr1-Bx4-H1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0517.mzML",NA
"HGMA_0518","PR","HGMD_0030","HGMF_0156","PR01-12-11/12","neat","1","Fr1-Bx4-H2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0518.mzML",NA
"HGMA_0519","PR","HGMD_0030","HGMF_0158","PR01-12-13","neat","1","Fr1-Bx4-H3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0519.mzML",NA
"HGMA_0520","PR","HGMD_0030","HGMF_0159","PR01-12-14","neat","1","Fr1-Bx4-H4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0520.mzML",NA
"HGMA_0521","PR","HGMD_0030","HGMF_0160","PR01-12-15/20","neat","1","Fr1-Bx4-H5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0521.mzML",NA
"HGMA_0522","PR","HGMD_0030","HGMF_0166","PR01-12-21","neat","1","Fr1-Bx4-H6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0522.mzML",NA
"HGMA_0523","PR","HGMD_0030","HGMF_0167","PR01-12-22","neat","1","Fr1-Bx4-H7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0523.mzML",NA
"HGMA_0524","PR","HGMD_0030","HGMF_0168","PR01-12-23","neat","1","Fr1-Bx4-H8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0524.mzML",NA
"HGMA_0525","PR","HGMD_0030","HGMF_0169","PR01-12-24","neat","1","Fr1-Bx4-H9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0525.mzML",NA
"HGMA_0526","PR","HGMD_0030","HGMF_0170","PR01-12-25","neat","1","Fr1-Bx4-I1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0526.mzML",NA
"HGMA_0527","PR","HGMD_0030","HGMF_0171","PR01-12-26","neat","1","Fr1-Bx4-I2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0527.mzML",NA
"HGMA_0528","PR","HGMD_0030","HGMF_0172","PR01-12-27","neat","1","Fr1-Bx4-I3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0528.mzML",NA
"HGMA_0529","PR","HGMD_0030","HGMF_0173","PR01-12-28","neat","1","Fr1-Bx4-I4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0529.mzML",NA
"HGMA_0530","PR","HGMD_0030","HGMF_0174","PR01-12-29","neat","1","Fr1-Bx4-I5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0530.mzML",NA
"HGMA_0531","PR","HGMD_0030","HGMF_0175","PR01-12-30/31","neat","1","Fr1-Bx4-I6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0531.mzML",NA
"HGMA_0532","PR","HGMD_0030","HGMF_0177","PR01-12-32/34","neat","1","Fr1-Bx4-I7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0532.mzML",NA
"HGMA_0533","PR","HGMD_0030","HGMF_0180","PR01-12-35","neat","1","Fr1-Bx4-I8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0533.mzML",NA
"HGMA_0534","PR","HGMD_0030","HGMF_0181","PR01-12-36","neat","1","Fr1-Bx4-I9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0534.mzML",NA
"HGMA_0535","PR","HGMD_0030","HGMF_0182","PR01-12-37/39","neat","1","Fr1-Bx5-H2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0535.mzML",NA
"HGMA_0536","PR","HGMD_0030","HGMF_0185","PR01-12-40","neat","1","Fr1-Bx5-H3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0536.mzML",NA
"HGMA_0537","PR","HGMD_0030","HGMF_0186","PR01-12-41","neat","1","Fr1-Bx5-H4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0537.mzML",NA
"HGMA_0538","PR","HGMD_0030","HGMF_0187","PR01-12-42","neat","1","Fr1-Bx5-H5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0538.mzML",NA
"HGMA_0539","PR","HGMD_0030","HGMF_0188","PR01-12-43","neat","1","Fr1-Bx5-H6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0539.mzML",NA
"HGMA_0540","PR","HGMD_0030","HGMF_0189","PR01-12-44","neat","1","Fr1-Bx5-H7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0540.mzML",NA
"HGMA_0541","PR","HGMD_0030","HGMF_0190","PR01-12-45","neat","1","Fr1-Bx5-H8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0541.mzML",NA
"HGMA_0542","PR","HGMD_0030","HGMF_0191","PR01-12-46","neat","1","Fr1-Bx5-H9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0542.mzML",NA
"HGMA_0543","PR","HGMD_0030","HGMF_0192","PR01-12-47","neat","1","Fr1-Bx5-I1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0543.mzML",NA
"HGMA_0544","PR","HGMD_0030","HGMF_0193","PR01-12-48","neat","1","Fr1-Bx5-I2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0544.mzML",NA
"HGMA_0545","PR","HGMD_0030","HGMF_0194","PR01-12-49","neat","1","Fr1-Bx5-I3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0545.mzML",NA
"HGMA_0546","PR","HGMD_0030","HGMF_0195","PR01-12-50","neat","1","Fr1-Bx5-I4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0546.mzML",NA
"HGMA_0547","PR","HGMD_0030","HGMF_0196","PR01-12-51/52","neat","1","Fr1-Bx5-I5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0547.mzML",NA
"HGMA_0548","PR","HGMD_0030","HGMF_0198","PR01-12-53","neat","1","Fr1-Bx5-I6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0548.mzML",NA
"HGMA_0549","PR","HGMD_0030","HGMF_0199","PR01-12-54","neat","1","Fr1-Bx5-I7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0549.mzML",NA
"HGMA_0550","PR","HGMD_0030","HGMF_0200","PR01-12-55","neat","1","Fr1-Bx5-I8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0550.mzML",NA
"HGMA_0551","PR","HGMD_0030","HGMF_0201","PR01-12-56","neat","1","Fr1-Bx5-I9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0551.mzML",NA
"HGMA_0552","PR","HGMD_0030","HGMF_0202","PR01-12-57","neat","1","Fr1-Bx9-J2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0552.mzML",NA
"HGMA_0553","PR","HGMD_0030","HGMF_0203","PR01-12-58","neat","1","Fr1-Bx9-J3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0553.mzML",NA
"HGMA_0554","PR","HGMD_0030","HGMF_0204","PR01-12-59","neat","1","Fr1-Bx1-C7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0030_PR1-12/mzml/HGMA_0554.mzML",NA
"HGMA_0555","MC","HGMD_0031","HGMF_0004","MC01-07","?","3",NA,"Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0555.d",NA
"HGMA_0556","MC","HGMD_0031","HGMF_0005","MC01-07","neat","10","Fr1-Bx5-B9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0556.d",NA
"HGMA_0557","MC","HGMD_0031","HGMF_0006","MC01-07","neat","10","Fr1-Bx5-C1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0557.d",NA
"HGMA_0558","MC","HGMD_0031","HGMF_0007","MC01-07","neat","10","Fr1-Bx5-C2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0558.d",NA
"HGMA_0559","MC","HGMD_0031","HGMF_0008","MC01-07","neat","10","Fr1-Bx5-C3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0559.d",NA
"HGMA_0560","MC","HGMD_0031","HGMF_0009","MC01-07","neat","10","Fr1-Bx5-C4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0560.d",NA
"HGMA_0561","MC","HGMD_0031","HGMF_0010","MC01-07","neat","10","Fr1-Bx5-C5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0561.d",NA
"HGMA_0562","MC","HGMD_0031","HGMF_0011","MC01-07","neat","10","Fr1-Bx5-C6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0562.d",NA
"HGMA_0563","MC","HGMD_0031","HGMF_0012","MC01-07","neat","10","Fr1-Bx5-C7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0563.d",NA
"HGMA_0564","MC","HGMD_0031","HGMF_0013","MC01-07","neat","10","Fr1-Bx5-C8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0564.d",NA
"HGMA_0565","MC","HGMD_0031","HGMF_0014","MC01-07","neat","10","Fr1-Bx5-C9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0565.d",NA
"HGMA_0566","MC","HGMD_0031","HGMF_0015","MC01-07","neat","10","Fr1-Bx5-D1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0566.d",NA
"HGMA_0567","MC","HGMD_0031","HGMF_0016","MC01-07","neat","10","Fr1-Bx5-D2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0567.d",NA
"HGMA_0568","MC","HGMD_0031","HGMF_0017","MC01-07","neat","10","Fr1-Bx5-D3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0568.d",NA
"HGMA_0569","MC","HGMD_0031","HGMF_0018","MC01-07","neat","10","Fr1-Bx5-D4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0569.d",NA
"HGMA_0570","MC","HGMD_0031","HGMF_0019","MC01-07","neat","10","Fr1-Bx5-D5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0570.d",NA
"HGMA_0571","MC","HGMD_0031","HGMF_0020","MC01-07","neat","10","Fr1-Bx5-D6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0571.d",NA
"HGMA_0572","MC","HGMD_0031","HGMF_0021","MC01-07","neat","10","Fr1-Bx5-D7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0572.d",NA
"HGMA_0573","MC","HGMD_0031","HGMF_0022","MC01-07","neat","10","Fr1-Bx5-D8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0573.d",NA
"HGMA_0574","MC","HGMD_0031","HGMF_0023","MC01-07","neat","10","Fr1-Bx5-D9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0574.d",NA
"HGMA_0575","MC","HGMD_0031","HGMF_0024","MC01-07","neat","10","Fr1-Bx5-E1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0575.d",NA
"HGMA_0576","MC","HGMD_0031","HGMF_0025","MC01-07","neat","10","Fr1-Bx5-E2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0576.d",NA
"HGMA_0577","MC","HGMD_0031","HGMF_0026","MC01-07","neat","10","Fr1-Bx5-E3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0577.d",NA
"HGMA_0578","MC","HGMD_0031","HGMF_0027","MC01-07","neat","10","Fr1-Bx5-E4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0578.d",NA
"HGMA_0579","MC","HGMD_0031","HGMF_0028","MC01-07","neat","10","Fr1-Bx5-E5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0579.d",NA
"HGMA_0580","MC","HGMD_0031","HGMF_0029","MC01-07","neat","10","Fr1-Bx5-E6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0031/data/HGMA_0580.d",NA
"HGMA_0581","PR","HGMD_0032","HGMF_0160","PR01-12-15/20","neat",NA,NA,NA,NA
"HGMA_0582","MC","HGMD_0033","HGME_0145-151","MC01-23","5 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0582-5ul_UNK-0004_27062024_4.qgd",NA
"HGMA_0583","MC","HGMD_0033","HGME_0145-151","MC01-23","10 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0583-10ul_UNK-0005_27062024_5.qgd",NA
"HGMA_0584","MC","HGMD_0033","HGME_0145-151","MC01-23","20 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0584-20ul_UNK-0006_27062024_6.qgd",NA
"HGMA_0585","MC","HGMD_0033","HGME_0025-27","MC01-22","50 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0585-50ul_UNK-0007_27062024_7.qgd",NA
"HGMA_0586","MC","HGMD_0033","HGME_0028-30","MC01-22","50 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0586-50ul_UNK-0008_27062024_8.qgd",NA
"HGMA_0587","MC","HGMD_0033","HGME_0031-33","MC01-22","50 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0587-50ul_UNK-0009_27062024_9.qgd",NA
"HGMA_0588","MC","HGMD_0033","HGME_0034-36","MC01-22","50 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0588-50ul_UNK-0010_27062024_10.qgd",NA
"HGMA_0589","MC","HGMD_0033","HGME_0025-27","MC01-22","100 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0589-100ul_UNK-0011_27062024_11.qgd",NA
"HGMA_0590","MC","HGMD_0033","HGME_0028-30","MC01-22","100 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0590-100ul_UNK-0012_27062024_12.qgd",NA
"HGMA_0591","MC","HGMD_0033","HGME_0031-33","MC01-22","100 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0591-100ul_UNK-0013_27062024_13.qgd",NA
"HGMA_0592","MC","HGMD_0033","HGME_0034-36","MC01-22","100 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0592-100ul_UNK-0014_27062024_14.qgd",NA
"HGMA_0593","MC","HGMD_0033","HGME_0025-27","MC01-22","200 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0593-200ul_UNK-0016_27062024_16.qgd",NA
"HGMA_0594","MC","HGMD_0033","HGME_0028-30","MC01-22","200 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0594-200ul_UNK-0017_27062024_17.qgd",NA
"HGMA_0595","MC","HGMD_0033","HGME_0031-33","MC01-22","200 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0595-200ul_UNK-0018_27062024_18.qgd",NA
"HGMA_0596","MC","HGMD_0033","HGME_0034-36","MC01-22","200 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0596-200ul_UNK-0019_27062024_19.qgd",NA
"HGMA_0597","MC","HGMD_0033","HGME_0025-27","MC01-22","350 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0597-350ul_UNK-0020_27062024_20.qgd",NA
"HGMA_0598","MC","HGMD_0033","HGME_0028-30","MC01-22","350 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0598-350ul_UNK-0021_27062024_21.qgd",NA
"HGMA_0599","MC","HGMD_0033","HGME_0031-33","MC01-22","350 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0599-350ul_UNK-0022_27062024_22.qgd",NA
"HGMA_0600","MC","HGMD_0033","HGME_0034-36","MC01-22","350 uL",NA,NA,"Y:/MA_BPA_Microbiome/GCMS data/HGMD_0033_HGMA_loading/data/HGMA_0600-350ul_UNK-0023_27062024_23.qgd",NA
"HGMA_0601",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0602",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0603",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0604",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0605",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0606",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0607",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0608",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGMA_0609","MC","HGMD_0034","HGME_0127","MC01-26-614_1n","neat","10","Fr1-Bx3-D8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0609.mzML",NA
"HGMA_0610","MC","HGMD_0034","HGME_0128","MC01-26-614_2n","neat","10","Fr1-Bx3-D9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0610.mzML",NA
"HGMA_0611","MC","HGMD_0034","HGME_0129","MC01-26-614_3n","neat","10","Fr1-Bx3-E1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0611.mzML",NA
"HGMA_0612","MC","HGMD_0034","HGME_0136","MC01-26-301_1n","neat","10","Fr1-Bx3-E2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0612.mzML",NA
"HGMA_0613","MC","HGMD_0034","HGME_0137","MC01-26-301_2n","neat","10","Fr1-Bx3-E3","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0613.mzML",NA
"HGMA_0614","MC","HGMD_0034","HGME_0138","MC01-26-301_3n","neat","10","Fr1-Bx3-E4","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0614.mzML",NA
"HGMA_0615","MC","HGMD_0034","HGME_0133","MC01-26-86_1n","neat","10","Fr1-Bx3-E5","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0615.mzML",NA
"HGMA_0616","MC","HGMD_0034","HGME_0134","MC01-26-86_2n","neat","10","Fr1-Bx3-E6","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0616.mzML",NA
"HGMA_0617","MC","HGMD_0034","HGME_0135","MC01-26-86_3n","neat","10","Fr1-Bx3-E7","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0034/mzml/HGMA_0617.mzML",NA
"HGMA_0618","MC","HGMD_0035","HGME_0130","MC01-26-64_1n","neat","10","Fr1-Bx3-E8","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0035/mzml/HGMA_0618.mzML",NA
"HGMA_0619","MC","HGMD_0035","HGME_0131","MC01-26-64_2n","neat","10","Fr1-Bx3-E9","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0035/mzml/HGMA_0619.mzML",NA
"HGMA_0620","MC","HGMD_0035","HGME_0132","MC01-26-64_3n","neat","10","Fr1-Bx3-F1","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0035/mzml/HGMA_0620.mzML",NA
"HGMA_0621","MC","HGMD_0035","HGME_0139","MC01-26-565_1n","neat","10","Fr1-Bx3-F2","Y:/MA_BPA_Microbiome/LCMS data/HGMD_0035/mzml/HGMA_0621.mzML",NA
