"HGME.ID","Parent Code","Book No.","Extract No.","Sample No.","Expt Date","Extraction Solvents","Replicate","Internal Standards?","Crude Wt / g","Tare / g","Final / g","Extract Wt / mg","Storage Location","Other Identifiers?","Notes"
"HGME_0363","HGME_0354","MC01-103","A3-AQ","MC01-103-A3-AQ",2025-04-17,"Water","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0364","HGME_0355","MC01-103","B1-DCM","MC01-103-B1-DCM",2025-04-17,"DCM","1","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0365","HGME_0355","MC01-103","B1-AQ","MC01-103-B1-AQ",2025-04-17,"Water","1","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0366","HGME_0356","MC01-103","B2-DCM","MC01-103-B2-DCM",2025-04-17,"DCM","2","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0367","HGME_0356","MC01-103","B2-AQ","MC01-103-B2-AQ",2025-04-17,"Water","2","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0368","HGME_0357","MC01-103","B3-DCM","MC01-103-B3-DCM",2025-04-17,"DCM","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0369","HGME_0357","MC01-103","B3-AQ","MC01-103-B3-AQ",2025-04-17,"Water","3","No",NA,NA,NA,NA,NA,NA,NA
"HGME_0370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGME_0401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
